"time","ober","unter1","unter2"
2023-10-17 19:01:00,5,11,12
2023-10-17 20:01:00,4.5,11,11.5
2023-10-17 21:01:00,4,10.5,11.5
2023-10-17 22:01:00,3.5,10.5,11.5
2023-10-17 23:01:00,6.5,10,11
2023-10-18 00:01:00,5.5,10,11
2023-10-18 01:01:00,4.5,10,11
2023-10-18 02:01:00,6.5,10,11
2023-10-18 03:01:00,7,10,11
2023-10-18 04:01:00,7,10,11
2023-10-18 05:01:00,7,10,11
2023-10-18 06:01:00,7,10,11
2023-10-18 07:01:00,7,10.5,11
2023-10-18 08:01:00,7.5,10.5,11
2023-10-18 09:01:00,8,10.5,11
2023-10-18 10:01:00,9.5,10.5,11
2023-10-18 11:01:00,10.5,10.5,11.5
2023-10-18 12:01:00,17,14.5,15
2023-10-18 13:01:00,18,14,14.5
2023-10-18 14:01:00,13,14,14.5
2023-10-18 15:01:00,18.5,18,19
