9/24/23, 1:01:00 AM,C,14.5
9/24/23, 2:01:00 AM,C,14.5
9/24/23, 3:01:00 AM,C,14
9/24/23, 4:01:00 AM,C,14
9/24/23, 5:01:00 AM,C,14
9/24/23, 6:01:00 AM,C,13.5
9/24/23, 7:01:00 AM,C,13.5
9/24/23, 8:01:00 AM,C,13
9/24/23, 9:01:00 AM,C,13
9/24/23, 10:01:00 AM,C,13.5
9/24/23, 11:01:00 AM,C,13.5
9/24/23, 12:01:00 PM,C,14.5
9/24/23, 1:01:00 PM,C,15
9/24/23, 2:01:00 PM,C,15
9/24/23, 3:01:00 PM,C,15.5
9/24/23, 4:01:00 PM,C,15.5
9/24/23, 5:01:00 PM,C,15.5
9/24/23, 6:01:00 PM,C,16
9/24/23, 7:01:00 PM,C,15.5
9/24/23, 8:01:00 PM,C,15.5
9/24/23, 9:01:00 PM,C,15
9/24/23, 10:01:00 PM,C,14.5
9/24/23, 11:01:00 PM,C,14.5
9/25/23, 12:01:00 AM,C,14
9/25/23, 1:01:00 AM,C,14
9/25/23, 2:01:00 AM,C,13.5
9/25/23, 3:01:00 AM,C,13.5
9/25/23, 4:01:00 AM,C,13
9/25/23, 5:01:00 AM,C,13
9/25/23, 6:01:00 AM,C,13
9/25/23, 7:01:00 AM,C,12.5
9/25/23, 8:01:00 AM,C,12.5
9/25/23, 9:01:00 AM,C,12.5
9/25/23, 10:01:00 AM,C,12.5
9/25/23, 11:01:00 AM,C,13
9/25/23, 12:01:00 PM,C,13.5
9/25/23, 1:01:00 PM,C,14
9/25/23, 2:01:00 PM,C,14.5
9/25/23, 3:01:00 PM,C,15
9/25/23, 4:01:00 PM,C,15
9/25/23, 5:01:00 PM,C,15.5
9/25/23, 6:01:00 PM,C,15.5
9/25/23, 7:01:00 PM,C,15.5
9/25/23, 8:01:00 PM,C,15.5
9/25/23, 9:01:00 PM,C,15
9/25/23, 10:01:00 PM,C,15
9/25/23, 11:01:00 PM,C,14.5
9/26/23, 12:01:00 AM,C,14.5
9/26/23, 1:01:00 AM,C,14
9/26/23, 2:01:00 AM,C,14
9/26/23, 3:01:00 AM,C,13.5
9/26/23, 4:01:00 AM,C,13.5
9/26/23, 5:01:00 AM,C,13.5
9/26/23, 6:01:00 AM,C,13
9/26/23, 7:01:00 AM,C,13
9/26/23, 8:01:00 AM,C,13
9/26/23, 9:01:00 AM,C,13
9/26/23, 10:01:00 AM,C,13
9/26/23, 11:01:00 AM,C,13.5
9/26/23, 12:01:00 PM,C,14
9/26/23, 1:01:00 PM,C,15
9/26/23, 2:01:00 PM,C,15
9/26/23, 3:01:00 PM,C,15.5
9/26/23, 4:01:00 PM,C,15.5
9/26/23, 5:01:00 PM,C,16
9/26/23, 6:01:00 PM,C,16
9/26/23, 7:01:00 PM,C,16
9/26/23, 8:01:00 PM,C,16
9/26/23, 9:01:00 PM,C,15.5
9/26/23, 10:01:00 PM,C,15
9/26/23, 11:01:00 PM,C,15
9/27/23, 12:01:00 AM,C,14.5
9/27/23, 1:01:00 AM,C,14.5
9/27/23, 2:01:00 AM,C,14
9/27/23, 3:01:00 AM,C,14
9/27/23, 4:01:00 AM,C,13.5
9/27/23, 5:01:00 AM,C,13.5
9/27/23, 6:01:00 AM,C,13.5
9/27/23, 7:01:00 AM,C,13
9/27/23, 8:01:00 AM,C,13
9/27/23, 9:01:00 AM,C,13
9/27/23, 10:01:00 AM,C,13.5
9/27/23, 11:01:00 AM,C,13.5
9/27/23, 12:01:00 PM,C,14.5
9/27/23, 1:01:00 PM,C,15
9/27/23, 2:01:00 PM,C,15.5
9/27/23, 3:01:00 PM,C,15.5
9/27/23, 4:01:00 PM,C,16
9/27/23, 5:01:00 PM,C,16
9/27/23, 6:01:00 PM,C,16.5
9/27/23, 7:01:00 PM,C,16.5
9/27/23, 8:01:00 PM,C,16
9/27/23, 9:01:00 PM,C,16
9/27/23, 10:01:00 PM,C,15.5
9/27/23, 11:01:00 PM,C,15.5
9/28/23, 12:01:00 AM,C,15
9/28/23, 1:01:00 AM,C,15
9/28/23, 2:01:00 AM,C,14.5
9/28/23, 3:01:00 AM,C,14.5
9/28/23, 4:01:00 AM,C,14.5
9/28/23, 5:01:00 AM,C,14.5
9/28/23, 6:01:00 AM,C,14
9/28/23, 7:01:00 AM,C,14
9/28/23, 8:01:00 AM,C,14
9/28/23, 9:01:00 AM,C,14
9/28/23, 10:01:00 AM,C,14.5
9/28/23, 11:01:00 AM,C,15
9/28/23, 12:01:00 PM,C,15.5
9/28/23, 1:01:00 PM,C,16
9/28/23, 2:01:00 PM,C,16.5
9/28/23, 3:01:00 PM,C,16.5
9/28/23, 4:01:00 PM,C,17
9/28/23, 5:01:00 PM,C,17
9/28/23, 6:01:00 PM,C,17
9/28/23, 7:01:00 PM,C,17
9/28/23, 8:01:00 PM,C,17
9/28/23, 9:01:00 PM,C,16.5
9/28/23, 10:01:00 PM,C,16
9/28/23, 11:01:00 PM,C,15.5
9/29/23, 12:01:00 AM,C,15.5
9/29/23, 1:01:00 AM,C,15
9/29/23, 2:01:00 AM,C,15
9/29/23, 3:01:00 AM,C,14.5
9/29/23, 4:01:00 AM,C,14.5
9/29/23, 5:01:00 AM,C,14
9/29/23, 6:01:00 AM,C,14
9/29/23, 7:01:00 AM,C,14
9/29/23, 8:01:00 AM,C,13.5
9/29/23, 9:01:00 AM,C,14
9/29/23, 10:01:00 AM,C,14
9/29/23, 11:01:00 AM,C,14.5
9/29/23, 12:01:00 PM,C,15.5
9/29/23, 1:01:00 PM,C,16
9/29/23, 2:01:00 PM,C,16.5
9/29/23, 3:01:00 PM,C,16.5
9/29/23, 4:01:00 PM,C,17
9/29/23, 5:01:00 PM,C,17
9/29/23, 6:01:00 PM,C,17.5
9/29/23, 7:01:00 PM,C,17
9/29/23, 8:01:00 PM,C,17
9/29/23, 9:01:00 PM,C,17
9/29/23, 10:01:00 PM,C,16.5
9/29/23, 11:01:00 PM,C,16.5
9/30/23, 12:01:00 AM,C,16.5
9/30/23, 1:01:00 AM,C,16.5
9/30/23, 2:01:00 AM,C,16.5
9/30/23, 3:01:00 AM,C,16
9/30/23, 4:01:00 AM,C,16
9/30/23, 5:01:00 AM,C,16
9/30/23, 6:01:00 AM,C,16
9/30/23, 7:01:00 AM,C,16
9/30/23, 8:01:00 AM,C,16
9/30/23, 9:01:00 AM,C,15.5
9/30/23, 10:01:00 AM,C,16
9/30/23, 11:01:00 AM,C,16
9/30/23, 12:01:00 PM,C,16.5
9/30/23, 1:01:00 PM,C,17
9/30/23, 2:01:00 PM,C,17
9/30/23, 3:01:00 PM,C,17
9/30/23, 4:01:00 PM,C,17.5
9/30/23, 5:01:00 PM,C,17.5
9/30/23, 6:01:00 PM,C,17.5
9/30/23, 7:01:00 PM,C,17.5
9/30/23, 8:01:00 PM,C,17
9/30/23, 9:01:00 PM,C,17
9/30/23, 10:01:00 PM,C,16.5
9/30/23, 11:01:00 PM,C,16.5
10/1/23, 12:01:00 AM,C,16
10/1/23, 1:01:00 AM,C,16
10/1/23, 2:01:00 AM,C,15.5
10/1/23, 3:01:00 AM,C,15.5
10/1/23, 4:01:00 AM,C,15
10/1/23, 5:01:00 AM,C,15
10/1/23, 6:01:00 AM,C,15
10/1/23, 7:01:00 AM,C,14.5
10/1/23, 8:01:00 AM,C,14.5
10/1/23, 9:01:00 AM,C,14.5
10/1/23, 10:01:00 AM,C,14.5
10/1/23, 11:01:00 AM,C,15
10/1/23, 12:01:00 PM,C,15.5
10/1/23, 1:01:00 PM,C,16
10/1/23, 2:01:00 PM,C,16.5
10/1/23, 3:01:00 PM,C,16.5
10/1/23, 4:01:00 PM,C,17
10/1/23, 5:01:00 PM,C,17
10/1/23, 6:01:00 PM,C,17
10/1/23, 7:01:00 PM,C,17
10/1/23, 8:01:00 PM,C,17
10/1/23, 9:01:00 PM,C,16.5
10/1/23, 10:01:00 PM,C,16
10/1/23, 11:01:00 PM,C,16
10/2/23, 12:01:00 AM,C,15.5
10/2/23, 1:01:00 AM,C,15.5
10/2/23, 2:01:00 AM,C,15
10/2/23, 3:01:00 AM,C,15
10/2/23, 4:01:00 AM,C,15
10/2/23, 5:01:00 AM,C,14.5
10/2/23, 6:01:00 AM,C,14.5
10/2/23, 7:01:00 AM,C,14
10/2/23, 8:01:00 AM,C,14
10/2/23, 9:01:00 AM,C,14
10/2/23, 10:01:00 AM,C,14
10/2/23, 11:01:00 AM,C,15
10/2/23, 12:01:00 PM,C,15.5
10/2/23, 1:01:00 PM,C,16
10/2/23, 2:01:00 PM,C,16.5
10/2/23, 3:01:00 PM,C,16.5
10/2/23, 4:01:00 PM,C,17
10/2/23, 5:01:00 PM,C,17
10/2/23, 6:01:00 PM,C,17
10/2/23, 7:01:00 PM,C,17
10/2/23, 8:01:00 PM,C,16.5
10/2/23, 9:01:00 PM,C,16.5
10/2/23, 10:01:00 PM,C,16
10/2/23, 11:01:00 PM,C,16
10/3/23, 12:01:00 AM,C,15.5
10/3/23, 1:01:00 AM,C,15.5
10/3/23, 2:01:00 AM,C,15
10/3/23, 3:01:00 AM,C,15
10/3/23, 4:01:00 AM,C,15
10/3/23, 5:01:00 AM,C,15
10/3/23, 6:01:00 AM,C,15
10/3/23, 7:01:00 AM,C,14.5
10/3/23, 8:01:00 AM,C,14.5
10/3/23, 9:01:00 AM,C,14.5
10/3/23, 10:01:00 AM,C,14.5
10/3/23, 11:01:00 AM,C,15
10/3/23, 12:01:00 PM,C,15.5
10/3/23, 1:01:00 PM,C,16
10/3/23, 2:01:00 PM,C,16.5
10/3/23, 3:01:00 PM,C,16.5
10/3/23, 4:01:00 PM,C,17
10/3/23, 5:01:00 PM,C,17
10/3/23, 6:01:00 PM,C,17
10/3/23, 7:01:00 PM,C,16.5
10/3/23, 8:01:00 PM,C,16.5
10/3/23, 9:01:00 PM,C,16.5
10/3/23, 10:01:00 PM,C,16
10/3/23, 11:01:00 PM,C,16
10/4/23, 12:01:00 AM,C,16
10/4/23, 1:01:00 AM,C,16
10/4/23, 2:01:00 AM,C,15.5
10/4/23, 3:01:00 AM,C,15.5
10/4/23, 4:01:00 AM,C,15.5
10/4/23, 5:01:00 AM,C,15
10/4/23, 6:01:00 AM,C,15
10/4/23, 7:01:00 AM,C,15
10/4/23, 8:01:00 AM,C,14.5
10/4/23, 9:01:00 AM,C,14.5
10/4/23, 10:01:00 AM,C,15
10/4/23, 11:01:00 AM,C,15
10/4/23, 12:01:00 PM,C,15.5
10/4/23, 1:01:00 PM,C,16
10/4/23, 2:01:00 PM,C,16
10/4/23, 3:01:00 PM,C,16
10/4/23, 4:01:00 PM,C,16.5
10/4/23, 5:01:00 PM,C,16.5
10/4/23, 6:01:00 PM,C,16.5
10/4/23, 7:01:00 PM,C,16
10/4/23, 8:01:00 PM,C,16
10/4/23, 9:01:00 PM,C,15.5
10/4/23, 10:01:00 PM,C,15
10/4/23, 11:01:00 PM,C,15
10/5/23, 12:01:00 AM,C,14.5
10/5/23, 1:01:00 AM,C,14
10/5/23, 2:01:00 AM,C,14
10/5/23, 3:01:00 AM,C,14
10/5/23, 4:01:00 AM,C,13.5
10/5/23, 5:01:00 AM,C,13.5
10/5/23, 6:01:00 AM,C,13
10/5/23, 7:01:00 AM,C,13
10/5/23, 8:01:00 AM,C,13
10/5/23, 9:01:00 AM,C,13
10/5/23, 10:01:00 AM,C,13
10/5/23, 11:01:00 AM,C,13.5
10/5/23, 12:01:00 PM,C,14.5
10/5/23, 1:01:00 PM,C,15
10/5/23, 2:01:00 PM,C,15.5
10/5/23, 3:01:00 PM,C,15.5
10/5/23, 4:01:00 PM,C,16
10/5/23, 5:01:00 PM,C,16
10/5/23, 6:01:00 PM,C,16
10/5/23, 7:01:00 PM,C,16
10/5/23, 8:01:00 PM,C,15.5
10/5/23, 9:01:00 PM,C,15.5
10/5/23, 10:01:00 PM,C,15
10/5/23, 11:01:00 PM,C,14.5
10/6/23, 12:01:00 AM,C,14
10/6/23, 1:01:00 AM,C,14
10/6/23, 2:01:00 AM,C,13.5
10/6/23, 3:01:00 AM,C,13.5
10/6/23, 4:01:00 AM,C,13
10/6/23, 5:01:00 AM,C,13
10/6/23, 6:01:00 AM,C,12.5
10/6/23, 7:01:00 AM,C,12.5
10/6/23, 8:01:00 AM,C,12.5
10/6/23, 9:01:00 AM,C,12.5
10/6/23, 10:01:00 AM,C,12.5
10/6/23, 11:01:00 AM,C,13
10/6/23, 12:01:00 PM,C,14
10/6/23, 1:01:00 PM,C,14.5
10/6/23, 2:01:00 PM,C,14.5
10/6/23, 3:01:00 PM,C,15
10/6/23, 4:01:00 PM,C,15
10/6/23, 5:01:00 PM,C,15
10/6/23, 6:01:00 PM,C,15.5
10/6/23, 7:01:00 PM,C,15.5
10/6/23, 8:01:00 PM,C,15
10/6/23, 9:01:00 PM,C,14.5
10/6/23, 10:01:00 PM,C,14.5
10/6/23, 11:01:00 PM,C,14
10/7/23, 12:01:00 AM,C,14
10/7/23, 1:01:00 AM,C,13.5
10/7/23, 2:01:00 AM,C,13
10/7/23, 3:01:00 AM,C,13
10/7/23, 4:01:00 AM,C,13
10/7/23, 5:01:00 AM,C,12.5
10/7/23, 6:01:00 AM,C,12.5
10/7/23, 7:01:00 AM,C,12.5
10/7/23, 8:01:00 AM,C,12
10/7/23, 9:01:00 AM,C,12
10/7/23, 10:01:00 AM,C,12.5
10/7/23, 11:01:00 AM,C,13
10/7/23, 12:01:00 PM,C,13.5
10/7/23, 1:01:00 PM,C,14
10/7/23, 2:01:00 PM,C,14.5
10/7/23, 3:01:00 PM,C,15
10/7/23, 4:01:00 PM,C,15
10/7/23, 5:01:00 PM,C,15.5
10/7/23, 6:01:00 PM,C,15.5
10/7/23, 7:01:00 PM,C,15.5
10/7/23, 8:01:00 PM,C,15
10/7/23, 9:01:00 PM,C,14.5
10/7/23, 10:01:00 PM,C,14.5
10/7/23, 11:01:00 PM,C,14
10/8/23, 12:01:00 AM,C,13.5
10/8/23, 1:01:00 AM,C,13.5
10/8/23, 2:01:00 AM,C,13.5
10/8/23, 3:01:00 AM,C,13
10/8/23, 4:01:00 AM,C,13
10/8/23, 5:01:00 AM,C,13
10/8/23, 6:01:00 AM,C,12.5
10/8/23, 7:01:00 AM,C,12.5
10/8/23, 8:01:00 AM,C,12.5
10/8/23, 9:01:00 AM,C,12.5
10/8/23, 10:01:00 AM,C,12.5
10/8/23, 11:01:00 AM,C,13.5
10/8/23, 12:01:00 PM,C,14
10/8/23, 1:01:00 PM,C,14.5
10/8/23, 2:01:00 PM,C,15
10/8/23, 3:01:00 PM,C,15.5
10/8/23, 4:01:00 PM,C,15.5
10/8/23, 5:01:00 PM,C,16
10/8/23, 6:01:00 PM,C,16
10/8/23, 7:01:00 PM,C,16
10/8/23, 8:01:00 PM,C,15.5
10/8/23, 9:01:00 PM,C,15.5
10/8/23, 10:01:00 PM,C,15
10/8/23, 11:01:00 PM,C,14.5
10/9/23, 12:01:00 AM,C,14.5
10/9/23, 1:01:00 AM,C,14
10/9/23, 2:01:00 AM,C,14
10/9/23, 3:01:00 AM,C,14
10/9/23, 4:01:00 AM,C,13.5
10/9/23, 5:01:00 AM,C,13.5
10/9/23, 6:01:00 AM,C,13.5
10/9/23, 7:01:00 AM,C,13.5
10/9/23, 8:01:00 AM,C,13
10/9/23, 9:01:00 AM,C,13
10/9/23, 10:01:00 AM,C,13.5
10/9/23, 11:01:00 AM,C,14
10/9/23, 12:01:00 PM,C,14.5
10/9/23, 1:01:00 PM,C,15
10/9/23, 2:01:00 PM,C,15.5
10/9/23, 3:01:00 PM,C,16
10/9/23, 4:01:00 PM,C,16.5
10/9/23, 5:01:00 PM,C,16.5
10/9/23, 6:01:00 PM,C,16.5
10/9/23, 7:01:00 PM,C,16.5
10/9/23, 8:01:00 PM,C,16
10/9/23, 9:01:00 PM,C,16
10/9/23, 10:01:00 PM,C,15.5
10/9/23, 11:01:00 PM,C,15.5
10/10/23, 12:01:00 AM,C,15
10/10/23, 1:01:00 AM,C,15
10/10/23, 2:01:00 AM,C,14.5
10/10/23, 3:01:00 AM,C,14.5
10/10/23, 4:01:00 AM,C,14.5
10/10/23, 5:01:00 AM,C,14
10/10/23, 6:01:00 AM,C,14
10/10/23, 7:01:00 AM,C,14
10/10/23, 8:01:00 AM,C,13.5
10/10/23, 9:01:00 AM,C,13.5
10/10/23, 10:01:00 AM,C,14
10/10/23, 11:01:00 AM,C,14.5
10/10/23, 12:01:00 PM,C,15
10/10/23, 1:01:00 PM,C,15.5
10/10/23, 2:01:00 PM,C,15.5
10/10/23, 3:01:00 PM,C,16
10/10/23, 4:01:00 PM,C,16
10/10/23, 5:01:00 PM,C,16.5
10/10/23, 6:01:00 PM,C,16.5
10/10/23, 7:01:00 PM,C,16.5
10/10/23, 8:01:00 PM,C,16
10/10/23, 9:01:00 PM,C,15.5
10/10/23, 10:01:00 PM,C,15.5
10/10/23, 11:01:00 PM,C,15
10/11/23, 12:01:00 AM,C,15
10/11/23, 1:01:00 AM,C,14.5
10/11/23, 2:01:00 AM,C,14.5
10/11/23, 3:01:00 AM,C,14
10/11/23, 4:01:00 AM,C,14
10/11/23, 5:01:00 AM,C,13.5
10/11/23, 6:01:00 AM,C,13.5
10/11/23, 7:01:00 AM,C,13.5
10/11/23, 8:01:00 AM,C,13.5
10/11/23, 9:01:00 AM,C,13
10/11/23, 10:01:00 AM,C,13.5
10/11/23, 11:01:00 AM,C,14
10/11/23, 12:01:00 PM,C,14.5
10/11/23, 1:01:00 PM,C,15
10/11/23, 2:01:00 PM,C,15.5
10/11/23, 3:01:00 PM,C,15.5
10/11/23, 4:01:00 PM,C,15.5
10/11/23, 5:01:00 PM,C,16
10/11/23, 6:01:00 PM,C,16
10/11/23, 7:01:00 PM,C,15.5
10/11/23, 8:01:00 PM,C,15.5
10/11/23, 9:01:00 PM,C,15
10/11/23, 10:01:00 PM,C,15
10/11/23, 11:01:00 PM,C,14.5
10/12/23, 12:01:00 AM,C,14.5
10/12/23, 1:01:00 AM,C,14.5
10/12/23, 2:01:00 AM,C,14
10/12/23, 3:01:00 AM,C,14
10/12/23, 4:01:00 AM,C,14
10/12/23, 5:01:00 AM,C,13.5
10/12/23, 6:01:00 AM,C,13.5
10/12/23, 7:01:00 AM,C,13.5
10/12/23, 8:01:00 AM,C,13
10/12/23, 9:01:00 AM,C,13
10/12/23, 10:01:00 AM,C,13.5
10/12/23, 11:01:00 AM,C,13.5
10/12/23, 12:01:00 PM,C,14.5
10/12/23, 1:01:00 PM,C,15
10/12/23, 2:01:00 PM,C,15
10/12/23, 3:01:00 PM,C,15.5
10/12/23, 4:01:00 PM,C,15.5
10/12/23, 5:01:00 PM,C,16
10/12/23, 6:01:00 PM,C,16
10/12/23, 7:01:00 PM,C,15.5
10/12/23, 8:01:00 PM,C,15.5
10/12/23, 9:01:00 PM,C,15.5
10/12/23, 10:01:00 PM,C,15
10/12/23, 11:01:00 PM,C,15
10/13/23, 12:01:00 AM,C,14.5
10/13/23, 1:01:00 AM,C,14.5
10/13/23, 2:01:00 AM,C,14
10/13/23, 3:01:00 AM,C,14
10/13/23, 4:01:00 AM,C,13.5
10/13/23, 5:01:00 AM,C,13.5
10/13/23, 6:01:00 AM,C,13.5
10/13/23, 7:01:00 AM,C,13
10/13/23, 8:01:00 AM,C,13
10/13/23, 9:01:00 AM,C,13
10/13/23, 10:01:00 AM,C,13
10/13/23, 11:01:00 AM,C,13.5
10/13/23, 12:01:00 PM,C,14
10/13/23, 1:01:00 PM,C,14.5
10/13/23, 2:01:00 PM,C,15
10/13/23, 3:01:00 PM,C,15
10/13/23, 4:01:00 PM,C,15.5
10/13/23, 5:01:00 PM,C,15.5
10/13/23, 6:01:00 PM,C,15.5
10/13/23, 7:01:00 PM,C,15.5
10/13/23, 8:01:00 PM,C,15
10/13/23, 9:01:00 PM,C,14.5
10/13/23, 10:01:00 PM,C,14.5
10/13/23, 11:01:00 PM,C,14
10/14/23, 12:01:00 AM,C,14
10/14/23, 1:01:00 AM,C,14
10/14/23, 2:01:00 AM,C,14
10/14/23, 3:01:00 AM,C,14
10/14/23, 4:01:00 AM,C,14
10/14/23, 5:01:00 AM,C,14
10/14/23, 6:01:00 AM,C,14
10/14/23, 7:01:00 AM,C,14
10/14/23, 8:01:00 AM,C,14
10/14/23, 9:01:00 AM,C,14
10/14/23, 10:01:00 AM,C,14
10/14/23, 11:01:00 AM,C,14
10/14/23, 12:01:00 PM,C,14.5
10/14/23, 1:01:00 PM,C,15
10/14/23, 2:01:00 PM,C,15
10/14/23, 3:01:00 PM,C,15
10/14/23, 4:01:00 PM,C,15
10/14/23, 5:01:00 PM,C,15
10/14/23, 6:01:00 PM,C,14.5
10/14/23, 7:01:00 PM,C,14
10/14/23, 8:01:00 PM,C,14
10/14/23, 9:01:00 PM,C,13.5
10/14/23, 10:01:00 PM,C,13.5
10/14/23, 11:01:00 PM,C,13.5
10/15/23, 12:01:00 AM,C,13.5
10/15/23, 1:01:00 AM,C,13
10/15/23, 2:01:00 AM,C,13
10/15/23, 3:01:00 AM,C,13
10/15/23, 4:01:00 AM,C,12.5
10/15/23, 5:01:00 AM,C,12.5
10/15/23, 6:01:00 AM,C,12.5
10/15/23, 7:01:00 AM,C,12
10/15/23, 8:01:00 AM,C,12
10/15/23, 9:01:00 AM,C,12
10/15/23, 10:01:00 AM,C,11.5
10/15/23, 11:01:00 AM,C,11.5
10/15/23, 12:01:00 PM,C,11.5
10/15/23, 1:01:00 PM,C,11.5
10/15/23, 2:01:00 PM,C,11.5
10/15/23, 3:01:00 PM,C,12
10/15/23, 4:01:00 PM,C,12
10/15/23, 5:01:00 PM,C,12
10/15/23, 6:01:00 PM,C,12
10/15/23, 7:01:00 PM,C,12
10/15/23, 8:01:00 PM,C,12
10/15/23, 9:01:00 PM,C,11.5
10/15/23, 10:01:00 PM,C,11.5
10/15/23, 11:01:00 PM,C,11.5
10/16/23, 12:01:00 AM,C,11.5
10/16/23, 1:01:00 AM,C,11
10/16/23, 2:01:00 AM,C,11
10/16/23, 3:01:00 AM,C,10.5
10/16/23, 4:01:00 AM,C,10.5
10/16/23, 5:01:00 AM,C,10.5
10/16/23, 6:01:00 AM,C,10
10/16/23, 7:01:00 AM,C,10
10/16/23, 8:01:00 AM,C,10
10/16/23, 9:01:00 AM,C,10
10/16/23, 10:01:00 AM,C,10
10/16/23, 11:01:00 AM,C,10
10/16/23, 12:01:00 PM,C,10.5
10/16/23, 1:01:00 PM,C,10.5
10/16/23, 2:01:00 PM,C,11
10/16/23, 3:01:00 PM,C,11
10/16/23, 4:01:00 PM,C,11
10/16/23, 5:01:00 PM,C,11
10/16/23, 6:01:00 PM,C,11.5
10/16/23, 7:01:00 PM,C,11
10/16/23, 8:01:00 PM,C,11
10/16/23, 9:01:00 PM,C,10.5
10/16/23, 10:01:00 PM,C,10.5
10/16/23, 11:01:00 PM,C,10.5
10/17/23, 12:01:00 AM,C,10
10/17/23, 1:01:00 AM,C,10
10/17/23, 2:01:00 AM,C,10
10/17/23, 3:01:00 AM,C,9.5
10/17/23, 4:01:00 AM,C,9.5
10/17/23, 5:01:00 AM,C,9
10/17/23, 6:01:00 AM,C,9
10/17/23, 7:01:00 AM,C,9
10/17/23, 8:01:00 AM,C,9.5
10/17/23, 9:01:00 AM,C,9.5
10/17/23, 10:01:00 AM,C,9.5
10/17/23, 11:01:00 AM,C,9.5
10/17/23, 12:01:00 PM,C,10
10/17/23, 1:01:00 PM,C,10
10/17/23, 2:01:00 PM,C,10.5
10/17/23, 3:01:00 PM,C,10.5
10/17/23, 4:01:00 PM,C,11
10/17/23, 5:01:00 PM,C,11
10/17/23, 6:01:00 PM,C,11
10/17/23, 7:01:00 PM,C,11
10/17/23, 8:01:00 PM,C,11
10/17/23, 9:01:00 PM,C,10.5
10/17/23, 10:01:00 PM,C,10.5
10/17/23, 11:01:00 PM,C,10
10/18/23, 12:01:00 AM,C,10
10/18/23, 1:01:00 AM,C,10
10/18/23, 2:01:00 AM,C,10
10/18/23, 3:01:00 AM,C,10
10/18/23, 4:01:00 AM,C,10
10/18/23, 5:01:00 AM,C,10
10/18/23, 6:01:00 AM,C,10
10/18/23, 7:01:00 AM,C,10.5
